country,combo,year,pathogen,drug,resistance_pct,n_isolates,source_files,total_DDD,watch_proportion,gdp_per_capita,health_expenditure,sanitation,physicians,hospital_beds,urbanisation,agricultural_land,gini,water_access,income_group,region,lag1_resistance,lag2_resistance,lag3_resistance,rolling3_mean_resistance,delta_resistance,lag1_total_DDD,lag1_watch_proportion,antibiotic_pressure_index,ses_risk_score
Belgium,M_morganii_CARB,2016,M_morganii,CARB,0.0,13.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
Belgium,M_morganii_COL,2016,M_morganii,COL,100.0,13.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,100.0,100.0,100.0,100.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
Belgium,M_morganii_FQ,2016,M_morganii,FQ,46.15384615384615,13.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,50.0,50.0,50.0,50.0,-3.8461538461538467,12.57,0.2928,3.680496,0.4356748759897481
Belgium,P_mirabilis_3GC,2016,P_mirabilis,3GC,0.0,144.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
Belgium,P_mirabilis_CARB,2016,P_mirabilis,CARB,0.0,36.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.61,0.2964,3.441204,0.4356748759897481
Belgium,P_mirabilis_COL,2016,P_mirabilis,COL,100.0,36.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,95.23809523809523,95.23809523809523,95.23809523809523,95.23809523809523,4.761904761904773,12.57,0.2928,3.680496,0.4356748759897481
Belgium,P_mirabilis_FQ,2016,P_mirabilis,FQ,19.444444444444443,36.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524,9.92063492063492,12.57,0.2928,3.680496,0.4356748759897481
Belgium,Providencia_spp_3GC,2014,Providencia_spp,3GC,0.0,8.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.27,0.288,12586.459,5.775,72.824,1.324,2.471,54.999,,40.901,85.068,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.27,0.288,3.5337599999999996,0.41895756777910736
Belgium,Providencia_spp_3GC,2015,Providencia_spp,3GC,0.0,8.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,11.61,0.2964,10133.319,5.786,73.586,1.286,2.531,57.088,,37.96,89.711,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,11.61,0.2964,3.441204,0.4250819300265073
Belgium,Providencia_spp_3GC,2016,Providencia_spp,3GC,0.0,12.0,Updated_Shionogi Five year SIDERO-WT Surveillance data(without strain number)_Vivli_220409.csv,12.57,0.2928,9966.951,5.543,72.555,1.159,2.252,58.88,,38.034,88.033,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,12.57,0.2928,3.680496,0.4356748759897481
