country,combo,year,pathogen,drug,resistance_pct,n_isolates,source_files,total_DDD,watch_proportion,gdp_per_capita,health_expenditure,sanitation,physicians,hospital_beds,urbanisation,agricultural_land,gini,water_access,income_group,region,lag1_resistance,lag2_resistance,lag3_resistance,rolling3_mean_resistance,delta_resistance,lag1_total_DDD,lag1_watch_proportion,antibiotic_pressure_index,ses_risk_score
India,K_pneumoniae_COL,2030,K_pneumoniae,COL,,,,22.55,0.4609,2987.309,3.21,62.476,0.752,0.478,35.318,60.0604064994165,38.408,99.549,LMI,South/SE Asia,,,,,0.0,22.08,0.4503,9.942623999999999,0.4349133925022285
India,Klebsiella_spp_COL,2022,Klebsiella_spp,COL,10.526315789473683,19.0,GASAR Study III (n=494)_updated.csv,19.7,0.4218,2347.44829434623,3.39623499,58.579834910144,0.7,0.5,34.7555673994206,60.0555856504293,25.5,94.4191311935781,LMI,South/SE Asia,,,,,0.0,19.7,0.4218,8.30946,0.45531103632456715
India,Klebsiella_spp_COL,2023,Klebsiella_spp,COL,8.333333333333332,24.0,GASAR Study III (n=494)_updated.csv,19.77,0.4109,2530.12031278204,3.33944035,60.7767067943276,0.723,0.506,35.0676918424186,60.0604064994165,35.723,95.0740565981493,LMI,South/SE Asia,10.526315789473683,10.526315789473683,10.526315789473683,10.526315789473683,-2.192982456140351,19.77,0.4109,8.123493,0.4462213556312331
India,Klebsiella_spp_COL,2024,Klebsiella_spp,COL,,,,19.6,0.4347,2393.628,3.027,64.759,0.699,0.51,35.157,60.0604064994165,35.869,93.638,LMI,South/SE Asia,8.333333333333332,10.526315789473683,10.526315789473683,9.429824561403507,0.0,19.6,0.4347,8.52012,0.442751777983406
India,Klebsiella_spp_COL,2025,Klebsiella_spp,COL,,,,20.81,0.4321,2690.936,2.909,63.942,0.776,0.507,35.379,60.0604064994165,36.111,94.473,LMI,South/SE Asia,,8.333333333333332,10.526315789473683,9.429824561403507,0.0,20.81,0.4321,8.992000999999998,0.43782368964660523
India,Klebsiella_spp_COL,2026,Klebsiella_spp,COL,,,,20.89,0.4473,2634.679,2.983,67.608,0.763,0.475,36.162,60.0604064994165,36.108,95.041,LMI,South/SE Asia,,,8.333333333333332,8.333333333333332,0.0,20.81,0.4321,8.992000999999998,0.4293537312629486
India,Klebsiella_spp_COL,2027,Klebsiella_spp,COL,,,,21.98,0.4388,2558.633,3.308,64.083,0.82,0.515,37.24,60.0604064994165,35.178,95.391,LMI,South/SE Asia,,,,,0.0,21.98,0.4388,9.644824,0.4339046911227333
India,Klebsiella_spp_COL,2028,Klebsiella_spp,COL,,,,21.78,0.4414,3222.574,3.032,65.573,0.699,0.524,36.592,60.0604064994165,35.177,95.276,LMI,South/SE Asia,,,,,0.0,21.98,0.4388,9.644824,0.42778750000000004
India,Klebsiella_spp_COL,2029,Klebsiella_spp,COL,,,,22.08,0.4503,2529.634,2.996,61.527,0.628,0.487,36.128,60.0604064994165,37.383,95.507,LMI,South/SE Asia,,,,,0.0,21.78,0.4414,9.613692,0.4515883513346234
India,Klebsiella_spp_COL,2030,Klebsiella_spp,COL,,,,22.55,0.4609,2987.309,3.21,62.476,0.752,0.478,35.318,60.0604064994165,38.408,99.549,LMI,South/SE Asia,,,,,0.0,22.55,0.4609,10.393295,0.4349133925022285
India,P_aeruginosa_COL,2022,P_aeruginosa,COL,9.523809523809524,21.0,GASAR Study III (n=494)_updated.csv,19.7,0.4218,2347.44829434623,3.39623499,58.579834910144,0.7,0.5,34.7555673994206,60.0555856504293,25.5,94.4191311935781,LMI,South/SE Asia,,,,,0.0,19.7,0.4218,8.30946,0.45531103632456715
India,P_aeruginosa_COL,2023,P_aeruginosa,COL,0.0,17.0,GASAR Study III (n=494)_updated.csv,19.77,0.4109,2530.12031278204,3.33944035,60.7767067943276,0.723,0.506,35.0676918424186,60.0604064994165,35.723,95.0740565981493,LMI,South/SE Asia,9.523809523809524,9.523809523809524,9.523809523809524,9.523809523809524,-9.523809523809524,19.77,0.4109,8.123493,0.4462213556312331
India,P_aeruginosa_COL,2024,P_aeruginosa,COL,,,,19.6,0.4347,2393.628,3.027,64.759,0.699,0.51,35.157,60.0604064994165,35.869,93.638,LMI,South/SE Asia,0.0,9.523809523809524,9.523809523809524,4.761904761904762,0.0,19.77,0.4109,8.123493,0.442751777983406
India,P_aeruginosa_COL,2025,P_aeruginosa,COL,,,,20.81,0.4321,2690.936,2.909,63.942,0.776,0.507,35.379,60.0604064994165,36.111,94.473,LMI,South/SE Asia,,0.0,9.523809523809524,4.761904761904762,0.0,20.81,0.4321,8.992000999999998,0.43782368964660523
India,P_aeruginosa_COL,2026,P_aeruginosa,COL,,,,20.89,0.4473,2634.679,2.983,67.608,0.763,0.475,36.162,60.0604064994165,36.108,95.041,LMI,South/SE Asia,,,0.0,0.0,0.0,20.89,0.4473,9.344097,0.4293537312629486
India,P_aeruginosa_COL,2027,P_aeruginosa,COL,,,,21.98,0.4388,2558.633,3.308,64.083,0.82,0.515,37.24,60.0604064994165,35.178,95.391,LMI,South/SE Asia,,,,,0.0,20.89,0.4473,9.344097,0.4339046911227333
India,P_aeruginosa_COL,2028,P_aeruginosa,COL,,,,21.78,0.4414,3222.574,3.032,65.573,0.699,0.524,36.592,60.0604064994165,35.177,95.276,LMI,South/SE Asia,,,,,0.0,21.78,0.4414,9.613692,0.42778750000000004
India,P_aeruginosa_COL,2029,P_aeruginosa,COL,,,,22.08,0.4503,2529.634,2.996,61.527,0.628,0.487,36.128,60.0604064994165,37.383,95.507,LMI,South/SE Asia,,,,,0.0,22.08,0.4503,9.942623999999999,0.4515883513346234
India,P_aeruginosa_COL,2030,P_aeruginosa,COL,,,,22.55,0.4609,2987.309,3.21,62.476,0.752,0.478,35.318,60.0604064994165,38.408,99.549,LMI,South/SE Asia,,,,,0.0,22.55,0.4609,10.393295,0.4349133925022285
India,Pseudomonas_spp_COL,2022,Pseudomonas_spp,COL,,,,19.7,0.4218,2347.44829434623,3.39623499,58.579834910144,0.7,0.5,34.7555673994206,60.0555856504293,25.5,94.4191311935781,LMI,South/SE Asia,,,,,0.0,19.7,0.4218,8.30946,0.45531103632456715
India,Pseudomonas_spp_COL,2023,Pseudomonas_spp,COL,0.0,1.0,GASAR Study III (n=494)_updated.csv,19.77,0.4109,2530.12031278204,3.33944035,60.7767067943276,0.723,0.506,35.0676918424186,60.0604064994165,35.723,95.0740565981493,LMI,South/SE Asia,,,,,0.0,19.77,0.4109,8.123493,0.4462213556312331
India,Pseudomonas_spp_COL,2024,Pseudomonas_spp,COL,,,,19.6,0.4347,2393.628,3.027,64.759,0.699,0.51,35.157,60.0604064994165,35.869,93.638,LMI,South/SE Asia,0.0,0.0,0.0,0.0,0.0,19.6,0.4347,8.52012,0.442751777983406
India,Pseudomonas_spp_COL,2025,Pseudomonas_spp,COL,,,,20.81,0.4321,2690.936,2.909,63.942,0.776,0.507,35.379,60.0604064994165,36.111,94.473,LMI,South/SE Asia,,0.0,0.0,0.0,0.0,19.6,0.4347,8.52012,0.43782368964660523
India,Pseudomonas_spp_COL,2026,Pseudomonas_spp,COL,,,,20.89,0.4473,2634.679,2.983,67.608,0.763,0.475,36.162,60.0604064994165,36.108,95.041,LMI,South/SE Asia,,,0.0,0.0,0.0,20.89,0.4473,9.344097,0.4293537312629486
India,Pseudomonas_spp_COL,2027,Pseudomonas_spp,COL,,,,21.98,0.4388,2558.633,3.308,64.083,0.82,0.515,37.24,60.0604064994165,35.178,95.391,LMI,South/SE Asia,,,,,0.0,21.98,0.4388,9.644824,0.4339046911227333
India,Pseudomonas_spp_COL,2028,Pseudomonas_spp,COL,,,,21.78,0.4414,3222.574,3.032,65.573,0.699,0.524,36.592,60.0604064994165,35.177,95.276,LMI,South/SE Asia,,,,,0.0,21.78,0.4414,9.613692,0.42778750000000004
India,Pseudomonas_spp_COL,2029,Pseudomonas_spp,COL,,,,22.08,0.4503,2529.634,2.996,61.527,0.628,0.487,36.128,60.0604064994165,37.383,95.507,LMI,South/SE Asia,,,,,0.0,22.08,0.4503,9.942623999999999,0.4515883513346234
India,Pseudomonas_spp_COL,2030,Pseudomonas_spp,COL,,,,22.55,0.4609,2987.309,3.21,62.476,0.752,0.478,35.318,60.0604064994165,38.408,99.549,LMI,South/SE Asia,,,,,0.0,22.55,0.4609,10.393295,0.4349133925022285
